,Model Name,Price,Discount,Avg Rating,Rating Count,Review Count,Memory Details,Screen Dimention,Lens Detail,Battery Capacity,Processor,Warranty
1555,"HTC Desire 628 (Sunset Blue, 32 GB)",10699.0,,3.7,"1,940 Ratings ", 398 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2200 mAh Battery,NA Octa Core Octa Core 1.3GHz Processor,1 Year Manufacturer Warranty
1556,"ZOPO Speed 8 (Black, 32 GB)",19999.0,,3.4,19 Ratings , 3 Reviews,4 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Full HD Display,21MP Rear Camera,3600 mAh Battery,MediaTek Helio X20 Deca-Core (MT6797) Processor,1 Year Manufacturer Warranty
1557,"Sony Xperia X Dual Sim (Rose Gold, 64 GB)",24990.0,,4.0,"5,328 Ratings "," 1,515 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) Full HD Display,23MP Rear Camera | 13MP Front Camera,2620 mAh Li-Ion Battery,Qualcomm Snapdragon 650 64-bit 0 1.8MHz Processor,Brand Warranty of 1 Year
1558,"Sony Xperia X Dual Sim (White, 64 GB)",38990.0,,4.0,"5,328 Ratings "," 1,515 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) Full HD Display,23MP Rear Camera | 13MP Front Camera,2620 mAh Li-Ion Battery,Qualcomm Snapdragon 650 64-bit 0 1.8MHz Processor,Brand Warranty of 1 Year
1559,"Sony Xperia X Dual Sim (Lime Gold, 64 GB)",38990.0,,4.0,"5,328 Ratings "," 1,515 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) Full HD Display,23MP Rear Camera | 13MP Front Camera,2620 mAh Li-Ion Battery,Qualcomm Snapdragon 650 64-bit 0 1.8MHz Processor,Brand Warranty of 1 Year
1560,"Sony Xperia X Dual Sim (Graphite Black, 64 GB)",38990.0,,4.0,"5,328 Ratings "," 1,515 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) Full HD Display,23MP Rear Camera | 13MP Front Camera,2620 mAh Li-Ion Battery,Qualcomm Snapdragon 650 64-bit 0 1.8MHz Processor,Brand Warranty of 1 Year
1561,"Mi 5 (White, 32 GB)",24999.0,,4.3,"19,275 Ratings "," 3,912 Reviews",3 GB RAM | 32 GB ROM |,13.08 cm (5.15 inch) Full HD Display,16MP Rear Camera | 4MP Front Camera,3000 mAh Li-Ion Polymer Battery,Snapdragon 820 Kryo Processor,Brand Warranty of 1 Year
1562,"LG Stylus 2 (Brown, 16 GB)",10200.0,,4.1,398 Ratings , 117 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,0,1 Year Manufacturer Warranty
1563,"Yu Yunicorn (Gold Rush, 32 GB)",10101.0,,3.8,"21,596 Ratings "," 4,701 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,MediaTek Helio P10 (MT6755) Octa Core 1.8GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1564,"Yu Yunicorn (Rush Silver, 32 GB)",13001.0,,3.8,"21,596 Ratings "," 4,701 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,MediaTek Helio P10 (MT6755) Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1565,"LYF Water 1 (Black, 16 GB)",12450.0,,3.4,"2,442 Ratings ", 518 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 615 MSM8939 64-bit Octa Core 1.5GHz Processor,1 Year for Mobile & 6 Months for Accessories
1566,"Nextbit Robin (Mint, 32 GB)",19999.0,,4.0,"2,022 Ratings ", 517 Reviews,3 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2680 mAh Li-Ion Battery,Qualcomm Snapdragon 808 MSM8992 Processor,Brand Warranty of 1 Year
1567,"Nextbit Robin (Midnight, 32 GB)",19999.0,,4.0,"2,022 Ratings ", 517 Reviews,3 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2680 mAh Li-Ion Battery,Qualcomm Snapdragon 808 MSM8992 Processor,Brand Warranty of 1 Year
1568,"Asus Zenfone Max (Black, 32 GB)",10000.0,,4.1,"1,17,361 Ratings "," 19,709 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,Brand Warranty of 1 Year
1569,"LG Stylus 2 (Titan, 16 GB)",10990.0,,4.1,398 Ratings , 117 Reviews,2 GB RAM | 16 GB ROM |,14.48 cm (5.7 inch) HD Display,13MP Rear Camera,3000 mAh Battery,0,1 Year Manufacturer Warranty
1570,"LG G5 (Titan, 32 GB)",10999.0,79% off,4.0,370 Ratings , 94 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.46 cm (5.3 inch) Quad HD Display,16MP Rear Camera | 8MP Front Camera,2800 mAh Li-Ion Battery,Qualcomm Snapdragon 820 64-bit Processor,Brand Warranty of 1 Year
1571,"LG G5 (Silver, 32 GB)",25400.0,,4.0,370 Ratings , 94 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.46 cm (5.3 inch) Quad HD Display,16MP Rear Camera | 8MP Front Camera,2800 mAh Li-Ion Battery,Qualcomm Snapdragon 820 64-bit Processor,Brand Warranty of 1 Year
1572,"LG G5 (Gold, 32 GB)",10999.0,79% off,4.0,370 Ratings , 94 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.46 cm (5.3 inch) Quad HD Display,16MP Rear Camera | 8MP Front Camera,2800 mAh Li-Ion Battery,Qualcomm Snapdragon 820 64-bit Processor,Brand Warranty of 1 Year
1573,"Asus Zenfone Max ZC550KL (Blue, 32 GB)",12999.0,,4.1,"7,326 Ratings "," 1,324 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year
1574,"Vivo Y31L (White, 16 GB)",11990.0,,4.1,163 Ratings , 50 Reviews,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,11.94 cm (4.7 inch) quarter HD Display,8MP Rear Camera,2200 mAh Battery,Snapdragon 410 MSM8916 Processor,1 Year Manufacturer Warranty
1575,"Asus Zenfone Max ZC550KL (Orange, 32 GB)",12999.0,,4.1,"7,326 Ratings "," 1,324 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year
1576,"Panasonic Eluga Arc (Gold, 16 GB)",11500.0,,3.9,248 Ratings , 36 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,11.94 cm (4.7 inch) HD Display,8MP Rear Camera | 5MP Front Camera,1800 mAh Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,1 Year Manufacturer Warranty
1577,"Asus Zenfone Max ZC550KL (Black, 32 GB)",11999.0,,4.1,"7,326 Ratings "," 1,324 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year
1578,"OPPO F1 Plus (Rose Gold, 64 GB)",24900.0,,4.0,"1,281 Ratings ", 403 Reviews,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera,2850 mAh Battery,0,1 Year Manufacturer Warranty
1579,"InFocus M680 (Silver, 16 GB)",10199.0,,3.9,"3,258 Ratings ", 791 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,2600 mAh Li-Ion Battery,MTK MT6753 Processor,Brand Warranty of 1 Year
1580,"Kenxinda W9 (Black, 16 GB)",15999.0,,3.0,10 Ratings , 1 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,15.24 cm (6 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,MTK6753 Processor,1 Year Manufacturer Warranty
1581,"Kenxinda W9 (Yellow, 16 GB)",15999.0,,3.0,10 Ratings , 1 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,4000 mAh Battery,0,1 Year Manufacturer Warranty
1582,"LG K10 K420DS (Black Gold, 16 GB)",10990.0,,4.0,262 Ratings , 66 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.46 cm (5.3 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2300 mAh Battery,0,1 Year Manufacturer Warranty
1583,"Microsoft Lumia 950 (Black, 32 GB)",41390.0,,3.9,266 Ratings , 64 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.21 cm (5.2 inch) Quad HD Display,20MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Qualcomm Snapdragon 808 Processor,Brand Warranty of 1 Year
1584,"Microsoft Lumia 950 (White, 32 GB)",53499.0,,3.9,266 Ratings , 64 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 200 GB,13.21 cm (5.2 inch) Quad HD Display,20MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Qualcomm Snapdragon 808 Processor,Brand Warranty of 1 Year
1585,"Gionee Marathon M5 Plus (Polar Gold, 64 GB)",13999.0,,4.1,213 Ratings , 26 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,5020 mAh Li-Ion Polymer Battery,MT6753 Processor,Brand Warranty of 1 Year
1586,"Micromax Canvas 6 Pro (Black, 16 GB)",13999.0,,3.7,"1,295 Ratings ", 273 Reviews,4 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Mediatek MT6795M Octa Core 2GHz Processor,Brand Warranty of 1 Year
1587,"Samsung Galaxy J7 - 6 (New 2016 Edition) (Gold, 16 GB)",13800.0,,4.3,"76,540 Ratings "," 11,739 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1588,"HTC Desire 828 Dual SIM (Dark Grey, 32 GB)",13899.0,,3.8,"1,109 Ratings ", 254 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 4MP Front Camera,2800 mAh Battery,MediaTek MT6753 Octa Core Octa Core 1.5GHz Processor,1 Year Manufacturer Warranty
1589,"Samsung Galaxy A7 2016 Edition (Gold, 16 GB)",17490.0,,4.1,"1,527 Ratings ", 387 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1590,"Samsung Galaxy A5 2016 Edition (Gold, 16 GB)",14490.0,,4.1,925 Ratings , 236 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1591,"Vivo V3 Max (Gold, 32 GB)",19980.0,,4.1,552 Ratings , 234 Reviews,4 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera,3000 mAh Battery,0,1 Year Manufacturer Warranty
1592,"Samsung Galaxy J5 - 6 (New 2016 Edition) (Gold, 16 GB)",10990.0,,4.2,"1,06,526 Ratings "," 17,799 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,Brand Warranty of 1 Year
1593,"Samsung Galaxy J5 - 6 (New 2016 Edition) (Black, 16 GB)",10990.0,,4.2,"1,06,526 Ratings "," 17,799 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,Brand Warranty of 1 Year
1594,"Samsung Galaxy J5 - 6 (New 2016 Edition) (White, 16 GB)",10990.0,,4.2,"1,06,526 Ratings "," 17,799 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3100 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,Brand Warranty of 1 Year
1595,"LG K-10 (Black Blue, 16 GB)",10599.0,,4.0,539 Ratings , 160 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.46 cm (5.3 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2300 mAh Li-Ion Battery,Qualcomm Snapdragon MSM8916 Processor,1 Year Manufacturer Warranty
1596,"Apple iPhone SE (Gold, 16 GB)",16999.0,37% off,4.5,"81,893 Ratings "," 10,672 Reviews",16 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and M9 Motion Co-processor,Brand Warranty of 1 Year
1597,"Apple iPhone SE (Gold, 64 GB)",44000.0,,4.5,"81,893 Ratings "," 10,672 Reviews",64 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
1598,"Apple iPhone SE (Rose Gold, 16 GB)",16999.0,37% off,4.5,"81,893 Ratings "," 10,672 Reviews",16 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
1599,"Apple iPhone SE (Rose Gold, 64 GB)",43999.0,,4.5,"81,893 Ratings "," 10,672 Reviews",64 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
1600,"Apple iPhone SE (Space Grey, 64 GB)",43999.0,,4.5,"81,893 Ratings "," 10,672 Reviews",64 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
1601,"Apple iPhone SE (Space Grey, 16 GB)",16999.0,37% off,4.5,"81,893 Ratings "," 10,672 Reviews",16 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,Brand Warranty of 1 Year
1602,"Apple iPhone SE (Silver, 64 GB)",49000.0,,4.5,"81,893 Ratings "," 10,672 Reviews",64 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year
1603,"Apple iPhone SE (Silver, 16 GB)",16999.0,37% off,4.5,"81,893 Ratings "," 10,672 Reviews",16 GB ROM |,10.16 cm (4 inch) Retina Display,12MP Rear Camera | 1.2MP Front Camera,,Apple A9 64-bit processor and M9 Motion Co-processor,Brand Warranty of 1 Year
1604,"Microsoft Lumia 650 (White Light Silver, 16 GB)",13999.0,,3.8,391 Ratings , 87 Reviews,1 GB RAM | 16 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2000 mAh Li-Ion Battery,Qualcomm Snapdragon 212 Processor,Brand Warranty of 1 Year
1605,"Moto G (3rd Generation) (Black, 8 GB)",10999.0,,4.2,"6,281 Ratings ", 457 Reviews,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2470 mAh Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year
1606,"Samsung Galaxy S7 (Silver Titanium, 32 GB)",21990.0,,4.4,"31,626 Ratings "," 5,793 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,12.95 cm (5.1 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Exynos 8890 Processor,Brand Warranty of 1 Year
1607,"Microsoft Lumia 950 XL (Black, 32 GB)",24999.0,56% off,3.9,129 Ratings , 33 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 200 GB,14.48 cm (5.7 inch) Quad HD Display,20MP Rear Camera | 5MP Front Camera,3340 mAh Li-Ion Battery,Qualcomm Snapdragon 810 Processor,Brand Warranty of 1 Year
1608,"LYF Water 1 (White, 16 GB)",14699.0,,3.4,"2,442 Ratings ", 518 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Polymer Battery,qualcomm Qualcomm Snapdragon 615 64-bit Dual Core 1.5GHz Processor,1 Year for Mobile & 6 Months for Accessories
1609,"Samsung Galaxy A5 2016 Edition (White, 16 GB)",14490.0,,4.1,925 Ratings , 236 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,1 Year for Mobile & 6 Months Accessories Warranty
1610,"Samsung Galaxy A7 2016 Edition (Black, 16 GB)",16500.0,,4.1,"1,527 Ratings ", 387 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,1 Year for Mobile & 6 Months Accessories Warranty
1611,"Samsung Galaxy A7 2016 Edition (White, 16 GB)",17490.0,,4.1,"1,527 Ratings ", 387 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,1 Year for Mobile & 6 Months Accessories Warranty
1612,"Samsung Galaxy A5 (Black, 16 GB)",14490.0,,4.1,"1,944 Ratings ", 368 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2900 mAh Li-Ion Battery,Exynos Exynos Octa Core 1.6GHz Processor,1 Year for Mobile & 6 Months Accessories Warranty
1613,"HTC Desire 626 Dual SIM LTE (Blue Lagoon, 16 GB)",13200.0,,3.7,"1,821 Ratings ", 310 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2000 mAh Li-Polymer Battery,MediaTek MT6752 Processor,Brand Warranty of 1 Year
1614,"LG Spirit 4G LTE (Black Titan, 8 GB)",12500.0,,3.7,446 Ratings , 75 Reviews,1 GB RAM | 8 GB ROM |,11.94 cm (4.7 inch) HD Display,8MP Rear Camera | 1.3MP Front Camera,2100 mAh Battery,0,1 Year Manufacturer Warranty
1615,"Lava V5 (Icy White, 16 GB)",11299.0,,4.0,300 Ratings , 85 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Li-Polymer Battery,MediaTek Processor,Brand Warranty of 1 Year
1616,"LG G4 Stylus 4G LTE (Titan, 16 GB)",10969.0,,3.5,113 Ratings , 22 Reviews,1 GB RAM | 16 GB ROM |,14.48 cm (5.7 inch) HD Display,13MP Rear Camera,3000 mAh Battery,0,1 Year Manufacturer Warranty
1617,"OPPO F1 (Gold, 16 GB)",12990.0,,4.1,997 Ratings , 182 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2500 mAh Battery,Qualcomm Snapdragon 616 Processor,1 Year Manufacturer Warranty
1618,"HTC ONE A9 (Carbon Gray, 32 GB)",24499.0,,4.2,352 Ratings , 86 Reviews,3 GB RAM | 32 GB ROM |,12.7 cm (5 inch) HD Display,13MP Rear Camera,2150 mAh Battery,0,1 Year Manufacturer Warranty
1619,"Gionee S6 (Rose Gold, 32 GB)",10000.0,,3.9,435 Ratings , 49 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3150 mAh Li-Polymer Battery,Mediatek MT6753 Processor,Brand Warranty of 1 Year
1620,"Gionee S6 (Gold, 32 GB)",11180.0,,3.9,435 Ratings , 49 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3150 mAh Li-Polymer Battery,Mediatek MT6753 Processor,Brand Warranty of 1 Year
1621,"Gionee S6 (Silver, 32 GB)",10999.0,,3.9,435 Ratings , 49 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3150 mAh Li-Polymer Battery,Mediatek MT6753 Processor,Brand Warranty of 1 Year
1622,"HTC Desire 728 Dual Sim (LTE + LTE) (Purple Myst, 16 GB)",12767.0,,3.8,"1,266 Ratings ", 229 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2800 mAh Li-Ion Battery,MT6753 Processor,1 Year Manufacturer Warranty
1623,"Vivo Y51L (White, 16 GB)",10100.0,,4.1,"3,862 Ratings ", 930 Reviews,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2350 mAh Battery,0 0 Quad Core 1.2GHz Processor,1 Year Manufacturer Warranty
1624,"Vivo Y51L (Black, 16 GB)",10489.0,,4.1,"3,862 Ratings ", 930 Reviews,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2350 mAh Battery,0,1 Year Manufacturer Warranty
1625,"HTC Desire (White, 16 GB)",22990.0,,4.1,211 Ratings , 82 Reviews,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,2600 mAh Battery,Qualcomm Snapdragon 615 Octa-core Processor,1 Year Manufacturer Warranty
1626,"Honor 5X (Gold, 16 GB)",12999.0,,4.1,"18,917 Ratings "," 3,338 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,0 QualcommÂ Snapdragon 616 MSM8939V2 Octa Core 1.5GHz Processor,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
1627,"Honor 5X (Silver, 16 GB)",12999.0,,4.1,"18,917 Ratings "," 3,338 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 616 MSM8939V2 Processor,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
1628,"Honor 5X (Grey, 16 GB)",12999.0,,4.1,"18,917 Ratings "," 3,338 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 616 MSM8939V2 Processor,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
1629,"HTC Desire 728 Dual Sim (LTE + LTE) (White Luxury, 16 GB)",11990.0,,3.8,"1,266 Ratings ", 229 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2800 mAh Li-Ion Battery,MT6753 Processor,1 Year Manufacturer Warranty
1630,"Samsung Galaxy Note 5 Dual (Gold Platinum, 32 GB)",32990.0,,4.2,117 Ratings , 27 Reviews,4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera,3000 mAh Battery,Exynos 7420 Oct core 2.1 ghz Processor,1 Year for Mobile & 6 Months Accessories Warranty
1631,"Asus Zenfone Zoom (White, 64 GB)",14999.0,60% off,3.6,355 Ratings , 100 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Intel Atom Z3590 Processor,Brand Warranty of 1 Year
